OBJECTID,Oceans,Regions,SubRegions,Sampling Method,Measurement,Unit,Density Range,Density Class,Short Reference,Long Reference,DOI,Organization,Keywords,Accession Number,Accession Link,Latitude,Longitude,Date,GlobalID,x,y
5504,Atlantic Ocean,,,Neuston net,0.046932,pieces/m3,0.005-1,Medium,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,32.8,-58.42,10/23/2005 12:00:00 AM,7221d3a1-1083-42d6-b7e3-e44dbfa6ee39,-58.42,32.8000000000001
18239,Atlantic Ocean,,,Hand picking,,pieces/10 mins,40-200,High,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,32.7872,-79.9263,5/28/2020 12:00:00 AM,6d9872d9-92f9-4f07-bb95-7d99951ae675,-79.9263,32.7872
4508,Atlantic Ocean,,,Neuston net,0.02356,pieces/m3,0.005-1,Medium,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,32.38,-64.38,4/16/2000 12:00:00 AM,062d0557-12ee-46ff-8877-17fab70cddef,-64.3799999999999,32.3800000000001
1852,Atlantic Ocean,,,Neuston net,0.045356,pieces/m3,0.005-1,Medium,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,32.37,-64.56,6/8/2000 12:00:00 AM,bb1e3e58-e1ca-43bb-9f31-cfeb99be0fec,-64.5599999999999,32.3700000000001
2848,Atlantic Ocean,,,Neuston net,0.105832,pieces/m3,0.005-1,Medium,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,33.54,-64.24,5/13/1992 12:00:00 AM,eeff8ec8-e3b0-431d-9083-a09527175d89,-64.24,33.5400000000001
18832,Atlantic Ocean,,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,40.2042,-74.0054,12/4/2020 12:00:00 AM,2790eda6-d7e1-4b45-a512-fc6b385b1ee9,-74.0054,40.2042000000001
20492,Atlantic Ocean,,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,41.581,-71.3225,12/21/2021 12:00:00 AM,14e981a8-f934-45fe-b3eb-20db85bec537,-71.3224999999999,41.5810000000001
13825,Atlantic Ocean,,,Manta net,0.003319,pieces/m3,0.0005-0.005,Low,Faure et al.2015,"Faure, F., C. Saini, G. Potter, F. Galgani, L.F. de Alencastro, P. Hagmann. 2015. An evaluation of surface micro- and mesoplastic pollution in pelagic ecosystems of the Western Mediterranean Sea. Environmental Science and Pollution Research 22:12190-12197. https://doi.org/10.1007/s11356-015-4453-3",https://doi.org/10.1007/s11356-015-4453-3,"Oceaneye Association,  Switzerland",Oceaneye Association; Citizen Science,276422,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:276422,23.632667,-21.615833,12/12/2020 12:00:00 AM,3ef7a9c2-dd0d-4951-a5b2-9008fecb2d27,-21.615833,23.632667
14587,Atlantic Ocean,,,Intake seawater pump,0,pieces/m3,0-0.0005,Very Low,Kanhai et al. 2017,"Kanhai, La D. K., R. Officer, O. Lyashevska, R. C. Thompson, I. O'Connor. 2017. Microplastic abundance, distribution and composition along a latitudinal gradient in the Atlantic Ocean. Marine Pollution Bulletin 115, 307-314. http://dx.doi.org/10.1016/j.marpolbul.2016.12.025",http://dx.doi.org/10.1016/j.marpolbul.2016.12.025,"Galway Mayo Institute of Technology, Ireland",RV Polarstern; Latitudinal gradient ,270542,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:270542,23.711548,-20.348817,11/12/2015 12:00:00 AM,931ef0ad-1e6c-4de0-9e20-6ff59e8ee260,-20.3488169999999,23.7115480000001
20824,,,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,40.6659,-80.3552,4/2/2022 12:00:00 AM,f3b8cc28-8fc4-4140-a675-bb8697e085ba,-80.3552,40.6659000000001
20160,,,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,41.7622,-81.2838,10/27/2021 12:00:00 AM,117601c1-ef7a-4750-b8c6-8b052f2d4386,-81.2838,41.7622000000001
17907,Atlantic Ocean,,,Hand picking,,pieces/10 mins,40-200,High,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,32.8025,-79.9346,2/14/2020 12:00:00 AM,a2051ae0-2e23-4299-91aa-53b2a08346fe,-79.9346,32.8025000000001
18402,Atlantic Ocean,,,Hand picking,,pieces/10 mins,40-200,High,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,32.8139,-79.9266,7/31/2020 12:00:00 AM,effe383e-6e8e-4414-85f4-c4b6e25b20f7,-79.9266,32.8139
1259,Atlantic Ocean,,,Neuston net,0,pieces/m3,0-0.0005,Very Low,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,24.78,-75.17,2/17/1997 12:00:00 AM,15a0a004-806d-44e4-b735-24f969ef9ce2,-75.17,24.78
4176,Atlantic Ocean,,,Neuston net,0.013196,pieces/m3,0.005-1,Medium,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,27.59,-59.93,10/26/1998 12:00:00 AM,32a355b6-975b-4df4-8fad-4063092febbf,-59.9299999999999,27.59
3180,Atlantic Ocean,,,Neuston net,0.02376,pieces/m3,0.005-1,Medium,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,25.08,-58.22,10/30/1993 12:00:00 AM,f1fcc52f-f92a-47dd-af43-09e6c42c6c53,-58.22,25.08
1422,Atlantic Ocean,,,Neuston net,0.081864,pieces/m3,0.005-1,Medium,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,20.18,-73.5,2/24/1998 12:00:00 AM,915d94ab-1b1d-461f-919e-cd0d3d9eb900,-73.4999999999999,20.1800000000001
2587,Atlantic Ocean,,,Neuston net,0.033036,pieces/m3,0.005-1,Medium,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,24.2,-69.95,4/14/1990 12:00:00 AM,aa0e799e-832b-4e74-b2e7-9ec77bac614f,-69.95,24.2
927,Atlantic Ocean,,,Neuston net,0.023564,pieces/m3,0.005-1,Medium,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,27.95,-70.72,5/18/1995 12:00:00 AM,9551bd16-dfec-4feb-b534-e9a93c412680,-70.72,27.95
758,Atlantic Ocean,,,Neuston net,0,pieces/m3,0-0.0005,Very Low,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,25.62,-76.98,5/10/1994 12:00:00 AM,b1d70d38-f209-41ea-9d09-366621cbc9c3,-76.98,25.6200000000001
3844,Atlantic Ocean,,,Neuston net,0.455724,pieces/m3,0.005-1,Medium,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,25.68,-76.78,5/14/1997 12:00:00 AM,8a958662-a87a-47bc-8919-3cd4a8e453b1,-76.78,25.6800000000001
595,Atlantic Ocean,,,Neuston net,0.00216,pieces/m3,0.0005-0.005,Low,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,25.53,-76.12,4/3/1993 12:00:00 AM,72320065-b701-4292-b589-d3e24b42eb2c,-76.1199999999999,25.53
2255,Atlantic Ocean,,,Neuston net,0,pieces/m3,0-0.0005,Very Low,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,25.48,-76.01,4/4/2002 12:00:00 AM,d6c6d335-e99d-425c-b9b1-13a32331fc4b,-76.0099999999999,25.4800000000001
94,Atlantic Ocean,,,Neuston net,0.00864,pieces/m3,0.005-1,Medium,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,24.83,-74.42,4/24/1990 12:00:00 AM,d3fdacea-06b7-4e02-92b5-fa581510828d,-74.42,24.83
1090,Atlantic Ocean,,,Neuston net,0,pieces/m3,0-0.0005,Very Low,Law et al.2010,"Law, K.L., S. Morét-Ferguson, N.A. Maximenko, G. Proskurowski, E.E. Peacock, J. Hafner J, et al. 2010. Plastic accumulation in the North Atlantic subtropical gyre. Science. 329(5996):1185–8.",https://doi.org/10.1126/science.1192321,Sea Education Association,SEA,211007,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211007,24.82,-75.67,2/13/1996 12:00:00 AM,01602c64-9b6f-4134-a338-8cab1d6d010a,-75.67,24.8200000000001
16247,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,40-200,High,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,27.4734,-97.2754,4/29/2019 12:00:00 AM,12e2b5b6-3d2a-4265-95ca-c4310bf611c6,-97.2754,27.4734
17406,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,40-200,High,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,27.6172,-97.2006,11/18/2019 12:00:00 AM,853cb583-a4c5-4f15-99b5-b86bfe5c84bd,-97.2006,27.6172
16579,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,26.8223,-97.3547,6/26/2019 12:00:00 AM,bb1dd493-fea7-46d6-8096-5edf2020071a,-97.3547,26.8223
15746,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,26.07,-97.2016,1/25/2019 12:00:00 AM,da8a874b-de09-4d8c-b761-b4c14f932fb6,-97.2016,26.0700000000001
15251,Atlantic Ocean,Gulf of Mexico,,PVC cylinder,1410.437236,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,20.974583,-97.3069,4/12/2018 12:00:00 AM,87b30e3a-4524-4d44-a5c0-2a60b65823f5,-97.3069,20.9745830000001
15583,Atlantic Ocean,Gulf of Mexico,,PVC cylinder,0,pieces/m3,0-100,Very Low,Cruz-Salas et al. 2022,"Cruz-Salas, A.A., J.C. Alvarez-Zeferino, S. Ojeda-Benítez, S.E. Cruz-Sotelo, A. Vázquez-Morillas. 2022. Solid waste and microplastics on the beaches of Holbox island, Mexico. Regional Studies in Marine Science 53, 102423. https://doi.org/10.1016/j.rsma.2022.102423",https://doi.org/10.1016/j.rsma.2022.102423,"Universidad Autónoma de Baja California, Mexico",Holbox island; Mexico,278269,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278269,21.526733,-87.37755,5/19/2018 12:00:00 AM,6be7353f-7176-4c0d-b5e4-a0437fa4a704,-87.37755,21.526733
21156,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,29.3304,-94.729,5/3/2022 12:00:00 AM,3b99ec5b-a9d6-4da7-9022-9af512520b80,-94.729,29.3304000000001
16911,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,29.3662,-94.8127,10/22/2019 12:00:00 AM,3136cc7e-fe1a-406b-91b9-095f7f3e633c,-94.8126999999999,29.3662
17243,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,29.2699,-94.8188,11/21/2019 12:00:00 AM,44d59122-6d6f-484e-b0ee-838ca0702720,-94.8188,29.2699000000001
17074,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,29.265,-94.8273,11/19/2019 12:00:00 AM,82c5f4b2-2eff-4372-bd6b-56eee41d9628,-94.8273,29.265
16078,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,40-200,High,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,28.2433,-96.5967,4/1/2019 12:00:00 AM,5be631c5-80d4-4a83-952a-5b380eab0fe7,-96.5966999999999,28.2433
18500,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,2-40,Medium,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,28.0461,-96.87,9/3/2020 12:00:00 AM,557787aa-662b-4b32-881e-96464e843c02,-96.8699999999999,28.0461
18903,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,>200,Very High,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,29.7474,-90.021,12/19/2020 12:00:00 AM,da3667db-c88d-48cb-be9f-4cac347782b1,-90.021,29.7474
18070,Atlantic Ocean,Gulf of Mexico,,Hand picking,,pieces/10 mins,0,Very Low,Tunnell et al. 2020,"Tunnell, Jace W.; Dunning, Kelly H.; Scheef, Lindsay P.; Swanson, Kathleen M. 2020. Measuring plastic pellet (nurdle) abundance on shorelines throughout the Gulf of Mexico using citizen scientists: Establishing a platform for policy relevant research. Marine Pollution Bulletin, 151, 110794. https://doi.org/10.1016/j.marpolbul.2019.110794",https://doi.org/10.1016/j.marpolbul.2019.110794,University of Texas Marine Science Institute,Nurdle Patrol,259486,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0259486,30.0248,-90.914,3/17/2020 12:00:00 AM,e5787366-539f-4569-bf9d-4414fe8050ba,-90.914,30.0248
